"Name"	"File Extension"	"File Type"	"Is Deleted"	"Last Accessed"	"File Created"	"Last Modified"	"Size"	"Address"	"Hash Value"	"Known Status"	"Permissions"	"Full Path"
"DROPBOXDATA.EXE-E1B1FC74.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 10:46:35 CDT"	"110"	"82"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/DROPBOXDATA.EXE-E1B1FC74.pf-slack"
"DROPBOXINSTALLER.EXE-727E4A08.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 10:46:06 CDT"	"158242"	"83"	"aec12f9684157db2f941b077ff1cbc73"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/DROPBOXINSTALLER.EXE-727E4A08.pf"
"DROPBOXINSTALLER.EXE-727E4A08.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 10:46:06 CDT"	"1502"	"83"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/DROPBOXINSTALLER.EXE-727E4A08.pf-slack"
"DROPBOXINSTALLER.EXE-F9FF8949.pf"	".pf"	"-"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"----------"	"/img_InCh05.img/Windows/Prefetch/DROPBOXINSTALLER.EXE-F9FF8949.pf"
"DRVINST.EXE-4CB4314A.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 09:50:03 CDT"	"87066"	"85"	"9d46182a7e483950736771cfb06a1286"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/DRVINST.EXE-4CB4314A.pf"
"DRVINST.EXE-4CB4314A.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 09:50:03 CDT"	"3046"	"85"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/DRVINST.EXE-4CB4314A.pf-slack"
"DSMUSERTASK.EXE-35CC97B6.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-23 22:30:32 CDT"	"48454"	"86"	"53168acb0e84bfbb4d9437cb45206034"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/DSMUSERTASK.EXE-35CC97B6.pf"
"DSMUSERTASK.EXE-35CC97B6.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-23 22:30:32 CDT"	"698"	"86"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/DSMUSERTASK.EXE-35CC97B6.pf-slack"
"DWM.EXE-6FFD3DA8.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 09:41:30 CDT"	"28518"	"87"	"bfc7354066b735e2f00a6bacdbb9ced6"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/DWM.EXE-6FFD3DA8.pf"
"DWM.EXE-6FFD3DA8.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 09:41:30 CDT"	"154"	"87"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/DWM.EXE-6FFD3DA8.pf-slack"
"dynreservedpri.db"	".db"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-02 19:27:35 CDT"	"90872"	"88"	"1785bd810ad7878a4d8db1f7eecc2ab6"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/dynreservedpri.db"
"dynreservedpri.db-slack"	".db-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-02 19:27:35 CDT"	"3336"	"88"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/dynreservedpri.db-slack"
"EXPLORER.EXE-A80E4F97.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-02 20:29:00 CDT"	"323430"	"89"	"08d16e6448fd965f5d458070b715567d"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/EXPLORER.EXE-A80E4F97.pf"
"EXPLORER.EXE-A80E4F97.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-02 20:29:00 CDT"	"154"	"89"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/EXPLORER.EXE-A80E4F97.pf-slack"
"FILEMANAGER.EXE-C6BB900D.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 09:38:23 CDT"	"23604"	"90"	"9151f7392d30fda6b81fcae606de52c1"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/FILEMANAGER.EXE-C6BB900D.pf"
"FILEMANAGER.EXE-C6BB900D.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 09:38:23 CDT"	"972"	"90"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/FILEMANAGER.EXE-C6BB900D.pf-slack"
"FIREFOX SETUP 30.0.EXE-3D01FB66.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 10:05:59 CDT"	"63510"	"91"	"0f03bf4e963efd1439939b28c5f07aa0"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/FIREFOX SETUP 30.0.EXE-3D01FB66.pf"
"FIREFOX SETUP 30.0.EXE-3D01FB66.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 10:05:59 CDT"	"2026"	"91"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/FIREFOX SETUP 30.0.EXE-3D01FB66.pf-slack"
"FIREFOX.EXE-A606B53C.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-02 20:33:28 CDT"	"226958"	"92"	"2617ecb8024d5df10dbe4498aea5eda2"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/FIREFOX.EXE-A606B53C.pf"
"FIREFOX.EXE-A606B53C.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-02 20:33:28 CDT"	"2418"	"92"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/FIREFOX.EXE-A606B53C.pf-slack"
"FIREFOXINSTALLLAUNCHER.EXE-3F975F61.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 10:05:55 CDT"	"33544"	"93"	"2e354446260b8680c4facdbe5536114f"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/FIREFOXINSTALLLAUNCHER.EXE-3F975F61.pf"
"FIREFOXINSTALLLAUNCHER.EXE-3F975F61.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 10:05:55 CDT"	"3320"	"93"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/FIREFOXINSTALLLAUNCHER.EXE-3F975F61.pf-slack"
"FIRSTLOGONANIM.EXE-674CDAB9.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-03-04 06:11:25 CST"	"46734"	"94"	"16369f7d69882284c0378b729b54ad29"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/FIRSTLOGONANIM.EXE-674CDAB9.pf"
"FIRSTLOGONANIM.EXE-674CDAB9.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-03-04 06:11:25 CST"	"2418"	"94"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/FIRSTLOGONANIM.EXE-674CDAB9.pf-slack"
"FLASHUTIL_ACTIVEX.EXE-C484AAB9.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-05 20:20:33 CDT"	"34924"	"95"	"2d8ffd7bcdfea5979eb61a9f85d14bf1"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/FLASHUTIL_ACTIVEX.EXE-C484AAB9.pf"
"FLASHUTIL_ACTIVEX.EXE-C484AAB9.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-05 20:20:33 CDT"	"1940"	"95"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/FLASHUTIL_ACTIVEX.EXE-C484AAB9.pf-slack"
"GLCND.EXE-C022ECB8.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 10:48:13 CDT"	"94278"	"96"	"834647d2fc47a1bcbf90d24a0bed535c"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GLCND.EXE-C022ECB8.pf"
"GLCND.EXE-C022ECB8.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 10:48:13 CDT"	"4026"	"96"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GLCND.EXE-C022ECB8.pf-slack"
"GOOGLEDRIVESYNC (1).EXE-67B659A2.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-02 18:50:23 CDT"	"73882"	"97"	"2b9be2cbd6794b164c96b30bee75ccd7"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEDRIVESYNC (1).EXE-67B659A2.pf"
"GOOGLEDRIVESYNC (1).EXE-67B659A2.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-02 18:50:23 CDT"	"3942"	"97"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEDRIVESYNC (1).EXE-67B659A2.pf-slack"
"GOOGLEDRIVESYNC.EXE-3B4FF1C0.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 11:49:35 CDT"	"74118"	"98"	"6ad9f5b43e8fee984759bf3af6dd2ccd"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEDRIVESYNC.EXE-3B4FF1C0.pf"
"GOOGLEDRIVESYNC.EXE-3B4FF1C0.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 11:49:35 CDT"	"3706"	"98"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEDRIVESYNC.EXE-3B4FF1C0.pf-slack"
"GOOGLEDRIVESYNC.EXE-78FD7429.pf"	".pf"	"-"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"----------"	"/img_InCh05.img/Windows/Prefetch/GOOGLEDRIVESYNC.EXE-78FD7429.pf"
"GOOGLEUPDATE.EXE-0D78C373.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 11:59:07 CDT"	"43570"	"100"	"8671552be91e8bcc94fe4ff0ad106402"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATE.EXE-0D78C373.pf"
"GOOGLEUPDATE.EXE-0D78C373.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 11:59:07 CDT"	"1486"	"100"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATE.EXE-0D78C373.pf-slack"
"GOOGLEUPDATE.EXE-2CAB3786.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-02 18:50:32 CDT"	"44416"	"101"	"f337027e010da6872ae9a763c08cdb2d"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATE.EXE-2CAB3786.pf"
"GOOGLEUPDATE.EXE-2CAB3786.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-02 18:50:32 CDT"	"640"	"101"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATE.EXE-2CAB3786.pf-slack"
"GOOGLEUPDATE.EXE-6A5D9FE4.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 11:58:53 CDT"	"38198"	"102"	"e9bea9899b2605f4c0a0df47d64ea1e1"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATE.EXE-6A5D9FE4.pf"
"GOOGLEUPDATE.EXE-6A5D9FE4.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 11:58:53 CDT"	"2762"	"102"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATE.EXE-6A5D9FE4.pf-slack"
"GOOGLEUPDATE.EXE-8E297C36.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-02 18:50:23 CDT"	"38162"	"103"	"c06bb8518c176833867173d7fd56f257"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATE.EXE-8E297C36.pf"
"GOOGLEUPDATE.EXE-8E297C36.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-02 18:50:23 CDT"	"2798"	"103"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATE.EXE-8E297C36.pf-slack"
"GOOGLEUPDATE.EXE-9998B270.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 11:49:42 CDT"	"115094"	"104"	"505c38c5caad9a047c4b100c62310ddb"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATE.EXE-9998B270.pf"
"GOOGLEUPDATE.EXE-9998B270.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 11:49:42 CDT"	"3690"	"104"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATE.EXE-9998B270.pf-slack"
"GOOGLEUPDATE.EXE-EDBAD54F.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 11:49:38 CDT"	"38260"	"105"	"a280d0ac9abd540b3b481ee48f43d730"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATE.EXE-EDBAD54F.pf"
"GOOGLEUPDATE.EXE-EDBAD54F.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 11:49:38 CDT"	"2700"	"105"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATE.EXE-EDBAD54F.pf-slack"
"GOOGLEUPDATE.EXE-FE771DDA.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-05 21:44:20 CDT"	"30272"	"106"	"2d8db7734580ac93d50d22741805722c"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATE.EXE-FE771DDA.pf"
"GOOGLEUPDATE.EXE-FE771DDA.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-05 21:44:20 CDT"	"2496"	"106"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATE.EXE-FE771DDA.pf-slack"
"GOOGLEUPDATEONDEMAND.EXE-787CFAFE.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 11:59:30 CDT"	"10848"	"107"	"fbdf89da07bd2cb30ff16200852f1a7f"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATEONDEMAND.EXE-787CFAFE.pf"
"GOOGLEUPDATEONDEMAND.EXE-787CFAFE.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 11:59:30 CDT"	"1440"	"107"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATEONDEMAND.EXE-787CFAFE.pf-slack"
"GOOGLEUPDATESETUP.EXE-3A6F84EC.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 11:49:40 CDT"	"72384"	"108"	"bf9919f89c375a2f6dd2a85440b7c99f"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATESETUP.EXE-3A6F84EC.pf"
"GOOGLEUPDATESETUP.EXE-3A6F84EC.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 11:49:40 CDT"	"1344"	"108"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATESETUP.EXE-3A6F84EC.pf-slack"
"GOOGLEUPDATESETUP.EXE-452E3919.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 11:59:05 CDT"	"72344"	"109"	"3cdcede5420c22fddf8c6316775ab9c1"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATESETUP.EXE-452E3919.pf"
"GOOGLEUPDATESETUP.EXE-452E3919.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 11:59:05 CDT"	"1384"	"109"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATESETUP.EXE-452E3919.pf-slack"
"GOOGLEUPDATESETUP.EXE-9122C15B.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-02 18:50:31 CDT"	"72344"	"110"	"7b97f1469cada1ec3be8d2cae2dd64ef"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATESETUP.EXE-9122C15B.pf"
"GOOGLEUPDATESETUP.EXE-9122C15B.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-02 18:50:31 CDT"	"1384"	"110"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/GOOGLEUPDATESETUP.EXE-9122C15B.pf-slack"
"HAMSTERARC.EXE-36AAB2DE.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-05 21:55:51 CDT"	"82254"	"111"	"d1460b5dacfbd99646b985095039e81c"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/HAMSTERARC.EXE-36AAB2DE.pf"
"HAMSTERARC.EXE-36AAB2DE.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-05 21:55:51 CDT"	"3762"	"111"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/HAMSTERARC.EXE-36AAB2DE.pf-slack"
"HAMSTERARC_V.3.0.0.74.EXE-957056D9.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 14:28:26 CDT"	"22906"	"112"	"37d751c660b395c57fc006723bb15ae9"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/HAMSTERARC_V.3.0.0.74.EXE-957056D9.pf"
"HAMSTERARC_V.3.0.0.74.EXE-957056D9.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 14:28:26 CDT"	"1670"	"112"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/HAMSTERARC_V.3.0.0.74.EXE-957056D9.pf-slack"
"HAMSTERARC_V.3.0.0.74.TMP-43FA0B9D.pf"	".pf"	"-"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"----------"	"/img_InCh05.img/Windows/Prefetch/HAMSTERARC_V.3.0.0.74.TMP-43FA0B9D.pf"
"HFZA_SITE3.0.0.74.EXE-78BF3755.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 14:26:35 CDT"	"25010"	"114"	"fdde4ef998ed6d1171b8042a504a34b8"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/HFZA_SITE3.0.0.74.EXE-78BF3755.pf"
"HFZA_SITE3.0.0.74.EXE-78BF3755.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 14:26:35 CDT"	"3662"	"114"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/HFZA_SITE3.0.0.74.EXE-78BF3755.pf-slack"
"HFZA_SITE3.0.0.74.TMP-1575AD55.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 14:26:32 CDT"	"33146"	"115"	"09d37eb71a7ac313c1351a9c2b80f5dc"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/HFZA_SITE3.0.0.74.TMP-1575AD55.pf"
"HFZA_SITE3.0.0.74.TMP-1575AD55.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 14:26:32 CDT"	"3718"	"115"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/HFZA_SITE3.0.0.74.TMP-1575AD55.pf-slack"
"HFZA_SITE3.0.0.74.TMP-90E1CA41.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 14:26:36 CDT"	"44958"	"116"	"f774d8fab996110a680f5914254fd6be"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/HFZA_SITE3.0.0.74.TMP-90E1CA41.pf"
"HFZA_SITE3.0.0.74.TMP-90E1CA41.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-07-25 14:26:36 CDT"	"98"	"116"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/HFZA_SITE3.0.0.74.TMP-90E1CA41.pf-slack"
"IEXPLORE.EXE-82223D7B.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-04-12 19:50:21 CDT"	"87568"	"117"	"ffc2c5b6452475f17db0790815a16ef5"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/IEXPLORE.EXE-82223D7B.pf"
"IEXPLORE.EXE-82223D7B.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-04-12 19:50:21 CDT"	"2544"	"117"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/IEXPLORE.EXE-82223D7B.pf-slack"
"IEXPLORE.EXE-82223D7C.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-04-12 19:50:26 CDT"	"216596"	"118"	"1075964c1ca86f9f66d3c2ecf4ce3775"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/IEXPLORE.EXE-82223D7C.pf"
"IEXPLORE.EXE-82223D7C.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-04-12 19:50:26 CDT"	"492"	"118"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/IEXPLORE.EXE-82223D7C.pf-slack"
"IEXPLORE.EXE-908C99F8.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-05 20:20:29 CDT"	"128594"	"119"	"58b83cedbee527b9b6ff21175e6fa5ff"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/IEXPLORE.EXE-908C99F8.pf"
"IEXPLORE.EXE-908C99F8.pf-slack"	".pf-slack"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-05 20:20:29 CDT"	"2478"	"119"	"null"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/IEXPLORE.EXE-908C99F8.pf-slack"
"IEXPLORE.EXE-908C99FA.pf"	".pf"	"r"	""	"2014-08-25 14:47:37 CDT"	"2014-08-25 14:47:37 CDT"	"2014-08-05 20:20:30 CDT"	"327490"	"120"	"07066bb2c93a917390bf57772336bde3"	"unknown"	"rrwxrwxrwx"	"/img_InCh05.img/Windows/Prefetch/IEXPLORE.EXE-908C99FA.pf"
